#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","CABPSV020001076.1",1646,3190,"-",,,"HEP_00425200","VWU52288.1",514,"conserved protein, unknown function"
"Un","CABPSV020001077.1",551,1999,"-",,,"HEP_00425300","VWU52289.1",482,"conserved protein, unknown function"
"Un","CABPSV020001077.1",3149,4553,"-",,,"HEP_00425400","VWU52290.1",467,"sphingomyelin synthase 2, putative, partial"
"Un","CABPSV020001078.1",289,3249,"-",,,"HEP_00425500","VWU52291.1",986,"vacuolar proton translocating ATPase subunit A, putative"
"Un","CABPSV020001079.1",12,3346,"-",,,"HEP_00425600","VWU52292.1",1112,"conserved protein, unknown function, partial"
"Un","CABPSV020000108.1",41,4470,"-",,,"HEP_00100200","VWU49065.1",865,"conserved protein, unknown function, partial"
"Un","CABPSV020000108.1",5163,7834,"-",,,"HEP_00100300","VWU49066.1",301,"conserved protein, unknown function, partial"
"Un","CABPSV020000108.1",9753,16950,"-",,,"HEP_00100400","VWU49067.1",2152,"myosin D, putative"
"Un","CABPSV020000108.1",17316,19514,"-",,,"HEP_00100500","VWU49068.1",732,"conserved protein, unknown function"
"Un","CABPSV020000108.1",19882,20922,"-",,,"HEP_00100600","VWU49069.1",82,"conserved protein, unknown function"
"Un","CABPSV020000108.1",21719,24952,"-",,,"HEP_00100700","VWU49070.1",1077,"conserved protein, unknown function"
"Un","CABPSV020000108.1",25154,28037,"-",,,"HEP_00100800","VWU49071.1",369,"conserved protein, unknown function, partial"
"Un","CABPSV020001080.1",383,4312,"-",,,"HEP_00425700","VWU52293.1",1309,"rRNA (adenosine-2\\'-O-)-methyltransferase, putative"
"Un","CABPSV020001081.1",2442,3479,"-",,,"HEP_00425800","VWU52294.1",196,"zinc finger protein, putative"
"Un","CABPSV020001082.1",301,2127,"-",,,"HEP_00425900","VWU52295.1",364,"rRNA methyltransferase, putative"
"Un","CABPSV020001083.1",130,738,"-",,,"HEP_00426000","VWU52296.1",202,"conserved membrane protein, unknown function"
"Un","CABPSV020001083.1",2387,2917,"-",,,"HEP_00426100","VWU52297.1",176,"conserved membrane protein, unknown function"
"Un","CABPSV020001084.1",1,4140,"-",,,"HEP_00426200","VWU52298.1",1215,"conserved protein, unknown function, partial"
"Un","CABPSV020001085.1",1054,2032,"-",,,"HEP_00426300","VWU52299.1",205,"glutathione S-transferase, putative"
"Un","CABPSV020001086.1",800,4274,"-",,,"HEP_00426400","VWU52300.1",1153,"conserved protein, unknown function, partial"
"Un","CABPSV020001087.1",1196,2702,"-",,,"HEP_00426500","VWU52301.1",364,"cysteine-rich protective antigen"
"Un","CABPSV020001088.1",3,4428,"-",,,"HEP_00426600","VWU52302.1",1474,"conserved protein, unknown function, partial"
"Un","CABPSV020001089.1",275,735,"-",,,"HEP_00426700","VWU52303.1",100,"conserved protein, unknown function, partial"
"Un","CABPSV020001089.1",2490,3859,"-",,,"HEP_00426800","VWU52304.1",235,"V-type proton ATPase subunit E, putative"
"Un","CABPSV020000109.1",1193,1531,"-",,,"HEP_00100900","VWU49072.1",112,"conserved protein, unknown function"
"Un","CABPSV020000109.1",2854,4687,"-",,,"HEP_00101000","VWU49073.1",573,"transcription factor, putative"
"Un","CABPSV020000109.1",6094,7518,"-",,,"HEP_00101100","VWU49074.1",193,"peptidyl-tRNA hydrolase 2, putative"
"Un","CABPSV020000109.1",8030,9188,"-",,,"HEP_00101200","VWU49075.1",319,"methyltransferase, putative"
"Un","CABPSV020000109.1",9824,10888,"-",,,"HEP_00101300","VWU49076.1",354,"conserved protein, unknown function"
"Un","CABPSV020000109.1",12477,13764,"-",,,"HEP_00101400","VWU49077.1",213,"hypothetical protein HEP_00101400"
"Un","CABPSV020000109.1",13802,15769,"-",,,"HEP_00101500","VWU49078.1",621,"conserved protein, unknown function"
"Un","CABPSV020000109.1",18308,19919,"-",,,"HEP_00101600","VWU49079.1",381,"mitochondrial carrier protein, putative"
"Un","CABPSV020000109.1",20674,26025,"-",,,"HEP_00101700","VWU49080.1",1725,"conserved protein, unknown function, partial"
"Un","CABPSV020000109.1",28340,29166,"-",,,"HEP_00101800","VWU49081.1",275,"Collagen triple helix repeat (20 copies), putative, partial"
"Un","CABPSV020001090.1",344,3826,"-",,,"HEP_00426900","VWU52305.1",953,"conserved protein, unknown function"
"Un","CABPSV020001091.1",2011,3896,"-",,,"HEP_00427000","VWU52306.1",544,"T-complex protein 1 subunit zeta"
"Un","CABPSV020001092.1",413,3460,"-",,,"HEP_00427100","VWU52307.1",798,"organic anion transporter"
"Un","CABPSV020001093.1",1337,2155,"-",,,"HEP_00427200","VWU52308.1",272,"prohibitin, putative"
"Un","CABPSV020001093.1",3509,4393,"-",,,"HEP_00427300","VWU52309.1",95,"U6 snRNA-associated Sm-like protein LSm8, putative"
"Un","CABPSV020001094.1",1005,4210,"-",,,"HEP_00427400","VWU52310.1",866,"conserved protein, unknown function"
"Un","CABPSV020001095.1",462,1560,"-",,,"HEP_00427500","VWU52311.1",123,"multifunctional methyltransferase subunit TRM112, putative"
"Un","CABPSV020001095.1",2762,3394,"-",,,"HEP_00427600","VWU52312.1",210,"conserved protein, unknown function"
"Un","CABPSV020001096.1",2068,2947,"-",,,"HEP_00427700","VWU52313.1",75,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative, partial"
"Un","CABPSV020001097.1",933,4393,"-",,,"HEP_00427800","VWU52314.1",1124,"phosphatidylinositol-4-phosphate 5-kinase, putative, partial"
"Un","CABPSV020001098.1",1423,2773,"-",,,"HEP_00427900","VWU52315.1",162,"60S ribosomal protein L24, putative"
"Un","CABPSV020001099.1",1458,1838,"-",,,"HEP_00428000","VWU52316.1",126,"conserved protein, unknown function"
"Un","CABPSV020000011.1",883,14048,"-",,,"HEP_00015300","VWU48229.1",4217,"conserved membrane protein, unknown function"
"Un","CABPSV020000011.1",15753,27371,"-",,,"HEP_00015400","VWU48230.1",3872,"conserved protein, unknown function"
"Un","CABPSV020000011.1",30154,30784,"-",,,"HEP_00015500","VWU48231.1",121,"conserved protein, unknown function"
"Un","CABPSV020000011.1",30987,31798,"-",,,"HEP_00015600","VWU48232.1",78,"conserved protein, unknown function"
"Un","CABPSV020000011.1",32289,34269,"-",,,"HEP_00015700","VWU48233.1",350,"protein kinase 7"
"Un","CABPSV020000011.1",34300,36553,"-",,,"HEP_00015800","VWU48234.1",489,"conserved protein, unknown function"
"Un","CABPSV020000011.1",39024,46156,"-",,,"HEP_00015900","VWU48235.1",1853,"conserved protein, unknown function, partial"
"Un","CABPSV020000011.1",46720,48393,"-",,,"HEP_00016000","VWU48236.1",328,"protein SIS1"
"Un","CABPSV020000011.1",50748,51248,"-",,,"HEP_00016100","VWU48237.1",166,"conserved protein, unknown function"
"Un","CABPSV020000011.1",51671,53351,"-",,,"HEP_00016200","VWU48238.1",559,"hypothetical protein HEP_00016200, partial"
"Un","CABPSV020000011.1",55010,55645,"-",,,"HEP_00016300","VWU48239.1",211,"dolichol-linked oligosaccharide biosynthesis enzyme, putative"
"Un","CABPSV020000110.1",530,4464,"-",,,"HEP_00101900","VWU49082.1",1206,"AAA family ATPase, putative"
"Un","CABPSV020000110.1",5678,7456,"-",,,"HEP_00102000","VWU49083.1",592,"conserved protein, unknown function"
"Un","CABPSV020000110.1",11615,13894,"-",,,"HEP_00102100","VWU49084.1",759,"DnaJ protein, putative"
"Un","CABPSV020000110.1",15252,15794,"-",,,"HEP_00102200","VWU49085.1",180,"glycosyltransferase family 28 protein, putative"
"Un","CABPSV020000110.1",16392,18361,"-",,,"HEP_00102300","VWU49086.1",355,"kinesin-like protein, putative, partial"
"Un","CABPSV020000110.1",19759,27310,"-",,,"HEP_00102400","VWU49087.1",2400,"conserved membrane protein, unknown function"
"Un","CABPSV020001100.1",465,3797,"-",,,"HEP_00428100","VWU52317.1",1110,"replication factor c protein, putative"
"Un","CABPSV020001101.1",6,2463,"-",,,"HEP_00428200","VWU52318.1",818,"exodeoxyribonuclease III, putative, partial"
"Un","CABPSV020001101.1",3348,4376,"-",,,"HEP_00428300","VWU52319.1",120,"NADP-specific glutamate dehydrogenase, putative, partial"
"Un","CABPSV020001102.1",2416,4293,"-",,,"HEP_00428400","VWU52320.1",625,"conserved protein, unknown function"
"Un","CABPSV020001103.1",660,3594,"-",,,"HEP_00428500","VWU52321.1",766,"cactin homolog, putative"
"Un","CABPSV020001104.1",625,4361,"-",,,"HEP_00428600","VWU52322.1",1246,"conserved protein, unknown function, partial"
"Un","CABPSV020001105.1",1,4343,"-",,,"HEP_00428700","VWU52323.1",1442,"phosphatidylinositol 3-kinase, putative, partial"
"Un","CABPSV020001106.1",109,1037,"-",,,"HEP_00428800","VWU52324.1",240,"inorganic pyrophosphatase, putative, partial"
"Un","CABPSV020001106.1",3222,3641,"-",,,"HEP_00428900","VWU52325.1",139,"signal recognition particle subunit SRP19"
"Un","CABPSV020001107.1",160,1461,"-",,,"HEP_00429000","VWU52326.1",433,"6-cysteine protein"
"Un","CABPSV020001107.1",2934,3296,"-",,,"HEP_00429100","VWU52327.1",75,"hypothetical protein HEP_00429100"
"Un","CABPSV020001108.1",1312,4315,"-",,,"HEP_00429200","VWU52328.1",1000,"conserved protein, unknown function, partial"
"Un","CABPSV020001109.1",1191,2315,"-",,,"HEP_00429300","VWU52329.1",374,"conserved protein, unknown function"
"Un","CABPSV020000111.1",173,1896,"-",,,"HEP_00102500","VWU49088.1",573,"eukaryotic translation initiation factor 3 subunit L, putative, partial"
"Un","CABPSV020000111.1",2915,3587,"-",,,"HEP_00102600","VWU49089.1",89,"conserved protein, unknown function"
"Un","CABPSV020000111.1",4081,5301,"-",,,"HEP_00102700","VWU49090.1",204,"lsm12, putative"
"Un","CABPSV020000111.1",10890,21760,"-",,,"HEP_00102800","VWU49091.1",3392,"conserved protein, unknown function"
"Un","CABPSV020000111.1",22991,23628,"-",,,"HEP_00102900","VWU49092.1",51,"60S ribosomal protein L39, putative"
"Un","CABPSV020000111.1",25732,28098,"-",,,"HEP_00103000","VWU49093.1",788,"conserved protein, unknown function"
"Un","CABPSV020001110.1",2146,2907,"-",,,"HEP_00429400","VWU52330.1",176,"ubiquitin-conjugating enzyme, putative"
"Un","CABPSV020001111.1",336,1943,"-",,,"HEP_00429500","VWU52331.1",535,"nuclear protein localization protein 4, putative"
"Un","CABPSV020001112.1",5,3155,"-",,,"HEP_00429600","VWU52332.1",1050,"conserved protein, unknown function, partial"
"Un","CABPSV020001113.1",85,4142,"-",,,"HEP_00429700","VWU52333.1",1284,"conserved protein, unknown function, partial"
"Un","CABPSV020001114.1",2,431,"-",,,"HEP_00429800","VWU52334.1",143,"conserved protein, unknown function, partial"
"Un","CABPSV020001114.1",1751,4289,"-",,,"HEP_00429900","VWU52335.1",846,"conserved protein, unknown function, partial"
"Un","CABPSV020001115.1",633,2710,"-",,,"HEP_00430000","VWU52336.1",259,"20 kDa chaperonin, putative"
"Un","CABPSV020001116.1",606,1515,"-",,,"HEP_00430100","VWU52337.1",89,"conserved protein, unknown function"
"Un","CABPSV020001116.1",2502,3188,"-",,,"HEP_00430200","VWU52338.1",228,"ERCC1 nucleotide excision repair protein, putative"
"Un","CABPSV020001116.1",3898,4281,"-",,,"HEP_00430300","VWU52339.1",128,"hypothetical protein HEP_00430300, partial"
"Un","CABPSV020001117.1",3,4147,"-",,,"HEP_00430400","VWU52340.1",1380,"conserved membrane protein, unknown function, partial"
"Un","CABPSV020001118.1",2168,4270,"-",,,"HEP_00430500","VWU52341.1",497,"membrane associated erythrocyte binding-like protein, partial"
"Un","CABPSV020001119.1",3081,4261,"-",,,"HEP_00430600","VWU52342.1",393,"RNA polymerase beta subunit/RNA polymerase Rpb2, domain 2, putative, partial"
"Un","CABPSV020000112.1",1,29134,"-",,,"HEP_00103100","VWU49094.1",9600,"RNA pseudouridylate synthase, putative, partial"
"Un","CABPSV020001120.1",211,2655,"-",,,"HEP_00430700","VWU52343.1",814,"conserved protein, unknown function"
"Un","CABPSV020001120.1",3077,4012,"-",,,"HEP_00430800","VWU52344.1",311,"ribonuclease H2 subunit C, putative"
"Un","CABPSV020001121.1",1946,2860,"-",,,"HEP_00430900","VWU52345.1",304,"ER membrane protein complex subunit 2, putative"
"Un","CABPSV020001122.1",618,1934,"-",,,"HEP_00431000","VWU52346.1",371,"glideosome associated protein with multiple membrane spans 2, putative"
"Un","CABPSV020001123.1",73,637,"-",,,"HEP_00431100","VWU52347.1",183,"hypothetical protein HEP_00431100, partial"
"Un","CABPSV020001123.1",1514,2252,"-",,,"HEP_00431200","VWU52348.1",169,"conserved protein, unknown function"
"Un","CABPSV020001123.1",3249,4236,"-",,,"HEP_00431300","VWU52349.1",328,"DEAD/DEAH box helicase, putative, partial"
"Un","CABPSV020001124.1",13,3571,"-",,,"HEP_00431400","VWU52350.1",1096,"conserved protein, unknown function, partial"
"Un","CABPSV020001125.1",102,4199,"-",,,"HEP_00431500","VWU52351.1",1366,"DNA polymerase epsilon catalytic subunit A, putative, partial"
"Un","CABPSV020001126.1",670,4032,"-",,,"HEP_00431600","VWU52352.1",1057,"conserved protein, unknown function, partial"
"Un","CABPSV020001127.1",162,3219,"-",,,"HEP_00431700","VWU52353.1",905,"CG2-related protein, putative"
"Un","CABPSV020001128.1",483,3501,"-",,,"HEP_00431800","VWU52354.1",954,"DNA replication licensing factor MCM3, putative"
"Un","CABPSV020001129.1",3,2084,"-",,,"HEP_00431900","VWU52355.1",694,"conserved protein, unknown function, partial"
"Un","CABPSV020001129.1",2427,3599,"-",,,"HEP_00432000","VWU52356.1",390,"conserved protein, unknown function"
"Un","CABPSV020000113.1",2101,3138,"-",,,"HEP_00103200","VWU49095.1",345,"deoxyhypusine hydroxylase"
"Un","CABPSV020000113.1",4731,10186,"-",,,"HEP_00103300","VWU49096.1",1691,"DEAD/DEAH box ATP-dependent RNA helicase, putative"
"Un","CABPSV020000113.1",10915,11703,"-",,,"HEP_00103400","VWU49097.1",197,"40S ribosomal protein S7, putative"
"Un","CABPSV020000113.1",14842,17424,"-",,,"HEP_00103500","VWU49098.1",860,"conserved protein, unknown function"
"Un","CABPSV020000113.1",18841,19808,"-",,,"HEP_00103600","VWU49099.1",117,"conserved protein, unknown function"
"Un","CABPSV020000113.1",20158,21260,"-",,,"HEP_00103700","VWU49100.1",223,"methyltransferase, putative"
"Un","CABPSV020000113.1",22126,23602,"-",,,"HEP_00103800","VWU49101.1",208,"SNARE protein, putative"
"Un","CABPSV020000113.1",25048,26019,"-",,,"HEP_00103900","VWU49102.1",323,"conserved protein, unknown function"
"Un","CABPSV020000113.1",27199,28986,"-",,,"HEP_00104000","VWU49103.1",595,"M18 aspartyl aminopeptidase"
"Un","CABPSV020001130.1",2,1449,"-",,,"HEP_00432100","VWU52357.1",481,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase, partial"
"Un","CABPSV020001130.1",2086,2826,"-",,,"HEP_00432200","VWU52358.1",246,"conserved protein, unknown function"
"Un","CABPSV020001132.1",357,2954,"-",,,"HEP_00432300","VWU52359.1",865,"translation initiation factor SUI1, putative, partial"
"Un","CABPSV020001133.1",715,3870,"-",,,"HEP_00432400","VWU52360.1",1051,"zinc finger protein, putative"
"Un","CABPSV020001134.1",2047,2946,"-",,,"HEP_00432500","VWU52361.1",299,"conserved protein, unknown function"
"Un","CABPSV020001135.1",2067,2936,"-",,,"HEP_00432600","VWU52362.1",289,"haloacid dehalogenase-like hydrolase, putative"
"Un","CABPSV020001136.1",4,4015,"-",,,"HEP_00432700","VWU52363.1",1332,"conserved protein, unknown function, partial"
"Un","CABPSV020001137.1",357,2387,"-",,,"HEP_00432800","VWU52364.1",676,"glutamyl-tRNA(Gln) amidotransferase subunit A, putative"
"Un","CABPSV020001137.1",2933,3604,"-",,,"HEP_00432900","VWU52365.1",223,"conserved protein, unknown function"
"Un","CABPSV020001139.1",522,1898,"-",,,"HEP_00433200","VWU52366.1",458,"conserved protein, unknown function"
"Un","CABPSV020000114.1",1666,3663,"-",,,"HEP_00104100","VWU49104.1",665,"conserved protein, unknown function"
"Un","CABPSV020000114.1",7993,14222,"-",,,"HEP_00104200","VWU49105.1",2070,"tRNA wybutosine-synthesizing protein, putative"
"Un","CABPSV020000114.1",14596,16393,"-",,,"HEP_00104300","VWU49106.1",482,"conserved protein, unknown function, partial"
"Un","CABPSV020000114.1",16798,18588,"-",,,"HEP_00104400","VWU49107.1",596,"conserved protein, unknown function"
"Un","CABPSV020000114.1",22141,25576,"-",,,"HEP_00104500","VWU49108.1",1145,"eukaryotic translation initiation factor subunit eIF2A, putative, partial"
"Un","CABPSV020000114.1",26386,28938,"-",,,"HEP_00104600","VWU49109.1",850,"conserved protein, unknown function"
"Un","CABPSV020001140.1",439,4094,"-",,,"HEP_00433300","VWU52367.1",967,"high mobility group protein B3, putative, partial"
"Un","CABPSV020001141.1",430,4088,"-",,,"HEP_00433400","VWU52368.1",977,"conserved protein, unknown function, partial"
"Un","CABPSV020001142.1",236,3952,"-",,,"HEP_00433500","VWU52369.1",1238,"TPR domain containing protein"
"Un","CABPSV020001143.1",43,1818,"-",,,"HEP_00433600","VWU52370.1",583,"phosphatase, putative, partial"
"Un","CABPSV020001143.1",2655,3836,"-",,,"HEP_00433700","VWU52371.1",159,"protein kinase c inhibitor-like protein, putative"
"Un","CABPSV020001144.1",288,4066,"-",,,"HEP_00433800","VWU52372.1",1124,"conserved protein, unknown function, partial"
"Un","CABPSV020001145.1",1193,2350,"-",,,"HEP_00433900","VWU52373.1",385,"conserved protein, unknown function"
"Un","CABPSV020001145.1",2590,3408,"-",,,"HEP_00434000","VWU52374.1",272,"GPI mannosyltransferase I, putative"
"Un","CABPSV020001146.1",2,3288,"-",,,"HEP_00434100","VWU52375.1",1096,"merozoite surface protein 1, partial"
"Un","CABPSV020001147.1",1229,2095,"-",,,"HEP_00434200","VWU52376.1",214,"GTP-binding nuclear protein RAN/TC4"
"Un","CABPSV020001148.1",2538,3068,"-",,,"HEP_00434300","VWU52377.1",176,"conserved protein, unknown function"
"Un","CABPSV020001148.1",3712,3938,"-",,,"HEP_00434400","VWU52378.1",74,"WD repeat-containing protein 92, putative, partial"
"Un","CABPSV020001149.1",1040,3827,"-",,,"HEP_00434500","VWU52379.1",925,"methyltransferase, putative, partial"
"Un","CABPSV020000115.1",452,1209,"-",,,"HEP_00104700","VWU49110.1",142,"cold-shock protein, putative"
"Un","CABPSV020000115.1",2061,3002,"-",,,"HEP_00104800","VWU49111.1",187,"conserved protein, unknown function"
"Un","CABPSV020000115.1",4134,5834,"-",,,"HEP_00104900","VWU49112.1",566,"phenylalanine--tRNA ligase alpha subunit"
"Un","CABPSV020000115.1",6199,8039,"-",,,"HEP_00105000","VWU49113.1",411,"phosphatidylinositol-4-phosphate 5-kinase, partial"
"Un","CABPSV020000115.1",9041,12963,"-",,,"HEP_00105100","VWU49114.1",575,"phosphatidate cytidylyltransferase, putative"
"Un","CABPSV020000115.1",13293,14628,"-",,,"HEP_00105200","VWU49115.1",167,"conserved protein, unknown function"
"Un","CABPSV020000115.1",15228,15947,"-",,,"HEP_00105300","VWU49116.1",239,"conserved protein, unknown function"
"Un","CABPSV020000115.1",16299,18407,"-",,,"HEP_00105400","VWU49117.1",702,"selenocysteine-specific elongation factor selB homologue, putative"
"Un","CABPSV020000115.1",19174,23283,"-",,,"HEP_00105500","VWU49118.1",1370,"Bromodomain, putative, partial"
"Un","CABPSV020000115.1",25182,26106,"-",,,"HEP_00105600","VWU49119.1",261,"DNA-directed RNA polymerase II subunit RPB9, putative"
"Un","CABPSV020001150.1",1108,2016,"-",,,"HEP_00434600","VWU52380.1",302,"F-actin-capping protein subunit beta, putative"
"Un","CABPSV020001151.1",1585,2181,"-",,,"HEP_00434700","VWU52381.1",198,"glideosome-associated protein 45"
"Un","CABPSV020001152.1",822,3779,"-",,,"HEP_00434800","VWU52382.1",388,"IMP-specific 5\\'-nucleotidase, putative, partial"
"Un","CABPSV020001153.1",1043,2777,"-",,,"HEP_00434900","VWU52383.1",288,"protein kinase 5, putative"
"Un","CABPSV020001154.1",3,3997,"-",,,"HEP_00435000","VWU52384.1",1257,"conserved protein, unknown function, partial"
"Un","CABPSV020001155.1",935,2671,"-",,,"HEP_00435100","VWU52385.1",578,"protein kinase, putative"
"Un","CABPSV020001156.1",1638,3002,"-",,,"HEP_00435200","VWU52386.1",263,"DER1-like protein, putative"
"Un","CABPSV020001157.1",949,3830,"-",,,"HEP_00435300","VWU52387.1",331,"protein kinase, putative"
